date,code,name,rank,rank_change,sector,holder_count,holder_count_change,holding_amount,amount_change
2026-02-10,002099.SZ,海翔药业,23,65,医药/化工,14,9,149.75,-33.28
2026-02-11,002099.SZ,海翔药业,105,-82,医药/化工,4,-10,13.61,-136.14
2025-11-17,300277.SZ,海联讯,87,4,通信/电力,4,0,55.07,-21.45
2025-11-18,300277.SZ,海联讯,99,-14,通信/电力,4,0,55.07,-21.45
2026-02-12,300277.SZ,海联讯,106,331,通信/电力,4,3,76.52,74.76
2026-02-13,300277.SZ,海联讯,99,-14,通信/电力,4,0,55.07,-21.45
2025-11-17,603138.SH,海量数据,25,5,国产软件/算力基建,12,1,135.32,-461.41
2025-11-18,603138.SH,海量数据,25,2,国产软件/算力基建,12,1,135.32,-461.41
2026-02-12,603138.SH,海量数据,28,168,国产软件/算力基建,11,9,596.73,594.46
2026-02-13,603138.SH,海量数据,25,2,国产软件/算力基建,12,1,135.32,-461.41
2025-11-17,300442.SZ,润泽科技,32,1,液冷/算力基建,10,0,380.19,117.81
2025-11-18,300442.SZ,润泽科技,32,1,液冷/算力基建,10,0,380.19,117.81
2026-02-04,300442.SZ,润泽科技,19,新进,液冷/算力基建,18,18,386.23,386.23
2026-02-05,300442.SZ,润泽科技,29,-10,液冷/算力基建,11,-7,273.86,-112.38
2026-02-06,300442.SZ,润泽科技,30,-1,液冷/算力基建,12,1,394.73,120.87
2026-02-07,300442.SZ,润泽科技,32,1,液冷/算力基建,10,0,380.19,117.81
2026-02-08,300442.SZ,润泽科技,32,1,液冷/算力基建,10,0,380.19,117.81
2026-02-09,300442.SZ,润泽科技,24,6,液冷/算力基建,13,1,404.68,9.95
2026-02-10,300442.SZ,润泽科技,39,-16,液冷/算力基建,10,-3,354.18,-50.49
2026-02-11,300442.SZ,润泽科技,27,12,液冷/算力基建,11,1,383.25,29.07
2026-02-12,300442.SZ,润泽科技,33,-6,液冷/算力基建,10,-1,262.38,-120.87
2026-02-13,300442.SZ,润泽科技,32,1,液冷/算力基建,10,0,380.19,117.81
2026-02-04,001316.SZ,润贝航科,120,新进,航空/端侧AI,4,4,268.85,268.85
2025-11-17,000021.SZ,深科技,26,新进,存储芯片,12,12,402.03,402.03
2025-11-18,000021.SZ,深科技,27,新进,存储芯片,12,12,402.03,402.03
2026-02-04,603516.SH,淳中科技,76,新进,液冷/芯片,5,5,112.49,112.49
2026-02-05,603516.SH,淳中科技,96,-14,液冷/芯片,4,-1,87.06,-25.43
2026-02-09,603516.SH,淳中科技,72,76,液冷/芯片,6,3,105.58,21.58
2026-02-10,603516.SH,淳中科技,107,-30,液冷/芯片,4,-2,86.72,-18.86
2026-02-11,603516.SH,淳中科技,74,33,液冷/芯片,5,1,90.78,4.06
2026-02-12,603516.SH,淳中科技,76,-2,液冷/芯片,5,0,74.65,-16.13
2026-02-04,002716.SZ,湖南白银,53,新进,金属,7,7,18.38,18.38
2026-02-06,002716.SZ,湖南白银,114,436,金属,4,3,8.34,6.26
2026-02-04,002155.SZ,湖南黄金,21,新进,金属,17,17,445.0,445.0
2026-02-05,002155.SZ,湖南黄金,24,-4,金属,13,-4,249.41,-195.59
2026-02-06,002155.SZ,湖南黄金,11,13,金属,20,7,710.22,460.81
2026-02-09,002155.SZ,湖南黄金,87,-75,金属,5,-15,111.18,-599.04
2025-11-17,600498.SH,烽火通信,67,-19,商业航天/通信,6,-1,341.02,0.99
2025-11-18,600498.SH,烽火通信,60,-5,商业航天/通信,6,-1,341.02,0.99
2026-02-04,600498.SH,烽火通信,64,新进,商业航天/通信,6,6,291.12,291.12
2026-02-05,600498.SH,烽火通信,50,17,商业航天/通信,7,1,267.61,-23.51
2026-02-06,600498.SH,烽火通信,27,20,商业航天/通信,13,6,205.0,-62.61
2026-02-07,600498.SH,烽火通信,67,-19,商业航天/通信,6,-1,341.02,0.99
2026-02-08,600498.SH,烽火通信,60,-5,商业航天/通信,6,-1,341.02,0.99
2026-02-09,600498.SH,烽火通信,108,-81,商业航天/通信,4,-9,294.3,89.3
2026-02-10,600498.SH,烽火通信,43,68,商业航天/通信,9,5,364.05,69.75
2026-02-11,600498.SH,烽火通信,48,-5,商业航天/通信,7,-2,344.61,-19.44
2026-02-12,600498.SH,烽火通信,50,-2,商业航天/通信,7,0,340.03,-4.58
2026-02-13,600498.SH,烽火通信,60,-5,商业航天/通信,6,-1,341.02,0.99
2025-11-17,000070.SZ,特发信息,37,-27,光模块/军工/算力基建,9,-13,730.96,325.38
2025-11-18,000070.SZ,特发信息,37,-27,光模块/军工/算力基建,9,-13,730.96,325.38
2026-02-05,000070.SZ,特发信息,77,308,光模块/军工/算力基建,5,4,13.32,12.51
2026-02-06,000070.SZ,特发信息,83,3,光模块/军工/算力基建,4,-1,10.44,-2.88
2026-02-07,000070.SZ,特发信息,37,-27,光模块/军工/算力基建,9,-13,730.96,325.38
2026-02-08,000070.SZ,特发信息,37,-27,光模块/军工/算力基建,9,-13,730.96,325.38
2026-02-10,000070.SZ,特发信息,110,50,光模块/军工/算力基建,4,1,34.34,27.01
2026-02-11,000070.SZ,特发信息,86,24,光模块/军工/算力基建,4,0,36.17,1.83
2026-02-12,000070.SZ,特发信息,10,76,光模块/军工/算力基建,22,18,405.58,369.41
2026-02-13,000070.SZ,特发信息,37,-27,光模块/军工/算力基建,9,-13,730.96,325.38
2026-02-04,600089.SH,特变电工,69,新进,电气设备/光伏/油气能源,6,6,75.66,75.66
2026-02-12,601231.SH,环旭电子,95,341,消费电子/芯片,4,3,23.98,22.07
2026-02-09,301611.SZ,珂玛科技,112,-28,半导体设备/存储芯片,4,0,30.6,3.18
2025-11-18,301018.SZ,申菱环境,107,-41,液冷/算力基建/储能,3,-3,10.26,-24.43
2025-11-22,301018.SZ,申菱环境,107,-41,液冷/算力基建/储能,3,-3,10.26,-24.43
2026-02-12,301018.SZ,申菱环境,62,482,液冷/算力基建/储能,6,5,34.69,-401.57
2026-02-13,301018.SZ,申菱环境,107,-41,液冷/算力基建/储能,3,-3,10.26,-24.43
2025-11-17,000917.SZ,电广传媒,73,-24,文化传媒/AI应用,6,-1,198.32,-46.69
2025-11-18,000917.SZ,电广传媒,66,-20,文化传媒/AI应用,6,-1,198.32,-46.69
2026-02-09,000917.SZ,电广传媒,99,159,文化传媒/AI应用,4,2,122.98,28.07
2026-02-10,000917.SZ,电广传媒,116,-15,文化传媒/AI应用,4,0,125.96,2.98
2026-02-12,000917.SZ,电广传媒,55,67,文化传媒/AI应用,7,4,245.01,79.33
2026-02-13,000917.SZ,电广传媒,66,-20,文化传媒/AI应用,6,-1,198.32,-46.69
2026-02-04,603861.SH,白云电器,93,新进,电气设备/基础建设,4,4,13.19,13.19
2026-02-04,601212.SH,白银有色,24,新进,金属,16,16,83.59,83.59
2026-02-05,601212.SH,白银有色,104,-80,金属,4,-12,30.25,-53.34
2026-02-09,603959.SH,百利科技,70,新进,,6,6,40.61,40.61
2025-11-17,002455.SZ,百川股份,68,-27,锂电池/化工/储能,6,-2,51.78,-54.11
2025-11-18,002455.SZ,百川股份,71,-26,锂电池/化工/储能,6,-2,51.78,-54.11
2026-02-04,002455.SZ,百川股份,78,新进,锂电池/化工/储能,5,5,148.55,148.55
2026-02-06,002455.SZ,百川股份,82,61,锂电池/化工/储能,4,1,233.83,180.85
2026-02-07,002455.SZ,百川股份,68,-27,锂电池/化工/储能,6,-2,51.78,-54.11
2026-02-08,002455.SZ,百川股份,71,-26,锂电池/化工/储能,6,-2,51.78,-54.11
2026-02-09,002455.SZ,百川股份,92,8,锂电池/化工/储能,5,1,126.05,-107.78
2026-02-10,002455.SZ,百川股份,90,7,锂电池/化工/储能,5,0,138.71,12.66
2026-02-11,002455.SZ,百川股份,17,73,锂电池/化工/储能,15,10,187.9,49.19
2026-02-12,002455.SZ,百川股份,44,-27,锂电池/化工/储能,8,-7,105.89,-82.01
2026-02-13,002455.SZ,百川股份,71,-26,锂电池/化工/储能,6,-2,51.78,-54.11
2026-02-10,300291.SZ,百纳千成,94,60,文化传媒/AI应用,5,2,37.61,17.55
2025-11-17,603331.SH,百达精工,105,58,机器人/汽车零部件,3,1,86.13,84.69
2025-11-18,603331.SH,百达精工,105,140,机器人/汽车零部件,3,1,86.13,84.69
2026-02-04,000995.SZ,皇台酒业,10,新进,食品饮料,26,26,84.37,84.37
2026-02-05,000995.SZ,皇台酒业,20,-10,食品饮料,14,-12,61.68,-22.69
2026-02-06,000995.SZ,皇台酒业,26,-7,食品饮料,13,-1,67.79,6.11
2026-02-09,000995.SZ,皇台酒业,61,-35,食品饮料,7,-6,64.67,-3.12
2026-02-06,000056.SZ,皇庭国际,103,528,芯片/房地产,4,3,105.77,104.51
2026-02-06,002864.SZ,盘龙药业,80,新进,,5,5,461.53,461.53
2026-02-09,600392.SH,盛和资源,60,227,稀土永磁/金属,7,6,53.46,52.97
2026-02-11,600392.SH,盛和资源,100,117,稀土永磁/金属,4,2,21.79,13.54
2026-02-12,600711.SH,盛屯矿业,90,231,金属,4,3,3.91,3.28
2025-11-17,002240.SZ,盛新锂能,108,138,锂电池,3,1,40.33,36.05
2025-11-19,002240.SZ,盛新锂能,108,138,锂电池,3,1,40.33,36.05
2026-02-09,002400.SZ,省广集团,111,540,AI应用,4,3,33.58,33.13
2026-02-05,002153.SZ,石基信息,72,480,AI应用/国产软件,5,4,216.62,87.3
2026-02-06,002153.SZ,石基信息,101,-18,AI应用/国产软件,4,-1,56.46,-160.16
2025-11-17,603688.SH,石英股份,118,28,新材料/半导体设备/光伏,3,0,44.19,-9.93
2025-11-19,603688.SH,石英股份,118,28,新材料/半导体设备/光伏,3,0,44.19,-9.93
2026-02-04,300189.SZ,神农种业,106,新进,海南/农林牧渔,4,4,29.84,29.84
2026-02-05,002361.SZ,神剑股份,94,48,商业航天/军工,4,1,18.71,12.03
2026-02-06,002361.SZ,神剑股份,21,88,商业航天/军工,14,10,298.08,279.37
2026-02-09,002361.SZ,神剑股份,30,-8,商业航天/军工,12,-2,122.37,-175.71
2026-02-10,002361.SZ,神剑股份,37,-8,商业航天/军工,10,-2,73.03,-49.34
2026-02-11,002361.SZ,神剑股份,68,-31,商业航天/军工,5,-5,10.51,-62.52
2026-02-12,000555.SZ,神州信息,112,新进,量子科技,3,3,1.65,1.65
2026-02-12,300731.SZ,科创新源,101,新进,液冷/新材料,4,4,22.33,22.33
2025-11-17,300520.SZ,科大国创,75,156,量子科技,5,3,42.93,-103.96
2025-11-18,300520.SZ,科大国创,79,127,量子科技,5,3,42.93,-103.96
2026-02-06,300520.SZ,科大国创,51,385,量子科技,7,6,40.69,22.75
2026-02-07,300520.SZ,科大国创,75,156,量子科技,5,3,42.93,-103.96
2026-02-08,300520.SZ,科大国创,79,127,量子科技,5,3,42.93,-103.96
2026-02-09,300520.SZ,科大国创,86,-42,量子科技,5,-2,89.01,48.32
2026-02-10,300520.SZ,科大国创,102,-10,量子科技,4,-1,59.15,-29.86
2026-02-13,300520.SZ,科大国创,79,127,量子科技,5,3,42.93,-103.96
2026-02-06,603626.SH,科森科技,120,141,机器人/端侧AI,4,2,256.11,123.93
2025-11-17,002957.SZ,科瑞技术,113,-67,机器人/锂电池/消费电子,3,-4,4.53,-63.81
2025-11-18,002957.SZ,科瑞技术,111,-59,机器人/锂电池/消费电子,3,-4,4.53,-63.81
2026-02-05,002957.SZ,科瑞技术,106,182,机器人/锂电池/消费电子,4,2,18.84,1.59
2026-02-06,002957.SZ,科瑞技术,106,-17,机器人/锂电池/消费电子,4,0,35.97,17.13
2026-02-07,002957.SZ,科瑞技术,113,-67,机器人/锂电池/消费电子,3,-4,4.53,-63.81
2026-02-08,002957.SZ,科瑞技术,111,-59,机器人/锂电池/消费电子,3,-4,4.53,-63.81
2026-02-09,002957.SZ,科瑞技术,68,38,机器人/锂电池/消费电子,6,2,59.65,23.68
2026-02-10,002957.SZ,科瑞技术,82,-9,机器人/锂电池/消费电子,5,-1,46.47,-13.18
2026-02-11,002957.SZ,科瑞技术,71,11,机器人/锂电池/消费电子,5,0,39.68,-6.79
2026-02-12,002957.SZ,科瑞技术,48,23,机器人/锂电池/消费电子,7,2,68.34,28.66
2026-02-13,002957.SZ,科瑞技术,111,-59,机器人/锂电池/消费电子,3,-4,4.53,-63.81
2026-02-04,002339.SZ,积成电子,105,新进,电气设备,4,4,10.1,10.1
2026-02-04,,粤传媒,90,新进,AI应用/文化传媒,5,5,6.82,6.82
2026-02-09,,粤传媒,117,364,AI应用/文化传媒,4,3,29.84,27.75
2026-02-10,,粤传媒,99,23,AI应用/文化传媒,4,0,7.27,-22.57
2025-11-18,000833.SZ,粤桂股份,112,64,固态电池,3,1,2.16,0.37
2025-11-22,000833.SZ,粤桂股份,112,64,固态电池,3,1,2.16,0.37
2026-02-09,000525.SZ,红太阳,104,175,,4,3,199.78,197.4
2025-11-17,,红宝丽,101,41,化工,4,1,5.23,-0.08
2025-11-18,,红宝丽,91,44,化工,4,1,5.23,-0.08
2026-02-04,,红宝丽,9,新进,化工,26,26,174.07,174.07
2026-02-05,,红宝丽,11,-2,化工,23,-3,114.14,-59.93
2026-02-06,,红宝丽,19,-8,化工,15,-8,93.45,-20.69
2026-02-07,,红宝丽,101,41,化工,4,1,5.23,-0.08
2026-02-08,,红宝丽,91,44,化工,4,1,5.23,-0.08
2026-02-09,,红宝丽,18,1,化工,15,0,20.53,-72.92
2026-02-10,,红宝丽,73,-55,化工,6,-9,18.97,-1.56
2026-02-11,,红宝丽,119,-46,化工,3,-3,6.95,-12.02
2026-02-13,,红宝丽,91,44,化工,4,1,5.23,-0.08
2026-02-05,000523.SZ,红棉股份,88,新进,食品饮料/化工,4,4,12.22,12.22
2025-11-17,300369.SZ,绿盟科技,11,88,AI应用,18,14,132.6,-7.47
2025-11-18,300369.SZ,绿盟科技,12,82,AI应用,18,14,132.6,-7.47
2026-02-11,300369.SZ,绿盟科技,91,新进,AI应用,4,4,21.38,21.38
2026-02-12,300369.SZ,绿盟科技,89,2,AI应用,4,0,140.07,118.69
2026-02-13,300369.SZ,绿盟科技,12,82,AI应用,18,14,132.6,-7.47
2025-11-17,300017.SZ,网宿科技,4,-3,算力基建/液冷/通信,45,-22,2239.65,276.04
2025-11-18,300017.SZ,网宿科技,4,-3,算力基建/液冷/通信,45,-22,2239.65,276.04
2026-02-04,300017.SZ,网宿科技,4,新进,算力基建/液冷/通信,55,55,646.02,646.02
2026-02-05,300017.SZ,网宿科技,3,1,算力基建/液冷/通信,58,3,994.52,348.5
2026-02-06,300017.SZ,网宿科技,3,0,算力基建/液冷/通信,49,-9,1763.42,768.9
2026-02-07,300017.SZ,网宿科技,4,-3,算力基建/液冷/通信,45,-22,2239.65,276.04
2026-02-08,300017.SZ,网宿科技,4,-3,算力基建/液冷/通信,45,-22,2239.65,276.04
2026-02-09,300017.SZ,网宿科技,1,2,算力基建/液冷/通信,64,15,1273.87,-489.55
2026-02-10,300017.SZ,网宿科技,2,-1,算力基建/液冷/通信,60,-4,1786.49,512.62
2026-02-11,300017.SZ,网宿科技,2,0,算力基建/液冷/通信,59,-1,1346.58,-439.91
2026-02-12,300017.SZ,网宿科技,1,1,算力基建/液冷/通信,67,8,1963.61,617.03
2026-02-13,300017.SZ,网宿科技,4,-3,算力基建/液冷/通信,45,-22,2239.65,276.04
2025-11-17,300757.SZ,罗博特科,92,-7,光模块,4,0,71.14,-65.54
2025-11-18,300757.SZ,罗博特科,94,10,光模块,4,0,71.14,-65.54
2026-02-05,300757.SZ,罗博特科,52,113,光模块,6,3,202.78,39.14
2026-02-06,300757.SZ,罗博特科,63,-4,光模块,6,0,207.48,4.7
2026-02-07,300757.SZ,罗博特科,92,-7,光模块,4,0,71.14,-65.54
2026-02-08,300757.SZ,罗博特科,94,10,光模块,4,0,71.14,-65.54
2026-02-11,300757.SZ,罗博特科,59,69,光模块,6,3,72.54,19.63
2026-02-12,300757.SZ,罗博特科,92,-33,光模块,4,-2,136.68,64.14
2026-02-13,300757.SZ,罗博特科,94,10,光模块,4,0,71.14,-65.54
2025-11-17,000815.SZ,美利云,82,-64,算力基建/光伏,5,-12,27.13,-704.68
2025-11-18,000815.SZ,美利云,77,-60,算力基建/光伏,5,-12,27.13,-704.68
2026-02-12,000815.SZ,美利云,17,207,算力基建/光伏,17,15,731.81,718.28
2026-02-13,000815.SZ,美利云,77,-60,算力基建/光伏,5,-12,27.13,-704.68
2025-11-17,002575.SZ,群兴玩具,88,-21,文化传媒/AI应用,4,-1,22.34,-1.89
2025-11-18,002575.SZ,群兴玩具,96,-15,文化传媒/AI应用,4,-1,22.34,-1.89
2026-02-06,002575.SZ,群兴玩具,109,495,文化传媒/AI应用,4,3,57.46,37.31
2026-02-07,002575.SZ,群兴玩具,88,-21,文化传媒/AI应用,4,-1,22.34,-1.89
2026-02-08,002575.SZ,群兴玩具,96,-15,文化传媒/AI应用,4,-1,22.34,-1.89
2026-02-11,002575.SZ,群兴玩具,92,148,文化传媒/AI应用,4,2,41.73,19.32
2026-02-12,002575.SZ,群兴玩具,72,20,文化传媒/AI应用,5,1,24.23,-17.5
2026-02-13,002575.SZ,群兴玩具,96,-15,文化传媒/AI应用,4,-1,22.34,-1.89
2026-02-05,301205.SZ,联特科技,116,51,光模块,3,0,51.34,-1.73
2026-02-04,300476.SZ,胜宏科技,97,新进,PCB/光模块,4,4,146.19,146.19
2026-02-09,300476.SZ,胜宏科技,110,49,PCB/光模块,4,1,170.96,-61.07
2026-02-10,300476.SZ,胜宏科技,120,-16,PCB/光模块,3,-1,64.44,-106.52
2026-02-04,001331.SZ,胜通能源,87,新进,油气能源,5,5,55.5,55.5
2026-02-05,001331.SZ,胜通能源,56,18,油气能源,6,1,11.83,-43.67
2026-02-06,001331.SZ,胜通能源,105,-43,油气能源,4,-2,23.55,11.72
2026-02-09,001331.SZ,胜通能源,107,0,油气能源,4,0,61.75,38.2
2026-02-10,001331.SZ,胜通能源,111,2,油气能源,4,0,74.51,12.76
2026-02-05,301486.SZ,致尚科技,113,148,光模块/消费电子,4,2,231.77,220.76
2026-02-06,301486.SZ,致尚科技,40,60,光模块/消费电子,8,4,45.08,-186.69
2025-11-18,600893.SH,航发动力,114,新进,军工,3,3,20.02,20.02
2025-11-22,600893.SH,航发动力,114,新进,军工,3,3,20.02,20.02
2025-11-17,000738.SZ,航发控制,50,新进,军工,7,7,61.25,61.25
2025-11-18,000738.SZ,航发控制,51,新进,军工,7,7,61.25,61.25
2026-02-05,000738.SZ,航发控制,68,68,军工,5,2,126.24,21.21
2026-02-07,000738.SZ,航发控制,50,新进,军工,7,7,61.25,61.25
2026-02-08,000738.SZ,航发控制,51,新进,军工,7,7,61.25,61.25
2026-02-05,600391.SH,航发科技,54,386,军工,6,5,78.14,70.19
2025-11-17,600343.SH,航天动力,103,24,商业航天/军工,4,1,82.34,21.7
2025-11-18,600343.SH,航天动力,93,29,商业航天/军工,4,1,82.34,21.7
2026-02-06,600343.SH,航天动力,90,43,商业航天/军工,4,1,88.53,-3.86
2026-02-07,600343.SH,航天动力,103,24,商业航天/军工,4,1,82.34,21.7
2026-02-08,600343.SH,航天动力,93,29,商业航天/军工,4,1,82.34,21.7
2026-02-09,600343.SH,航天动力,54,41,商业航天/军工,8,4,271.53,183.0
2026-02-10,600343.SH,航天动力,60,-6,商业航天/军工,7,-1,103.98,-167.55
2026-02-11,600343.SH,航天动力,57,3,商业航天/军工,6,-1,81.34,-22.64
2026-02-12,600343.SH,航天动力,113,-56,商业航天/军工,3,-3,60.64,-20.7
2026-02-13,600343.SH,航天动力,93,29,商业航天/军工,4,1,82.34,21.7
2025-11-17,000547.SZ,航天发展,12,0,商业航天/军工,18,-3,251.55,46.65
2025-11-18,000547.SZ,航天发展,11,1,商业航天/军工,18,-3,251.55,46.65
2026-02-04,000547.SZ,航天发展,1,新进,商业航天/军工,91,91,1906.95,1906.95
2026-02-05,000547.SZ,航天发展,1,0,商业航天/军工,86,-5,1452.79,-454.16
2026-02-06,000547.SZ,航天发展,4,-3,商业航天/军工,48,-38,328.38,-1124.41
2026-02-07,000547.SZ,航天发展,12,0,商业航天/军工,18,-3,251.55,46.65
2026-02-08,000547.SZ,航天发展,11,1,商业航天/军工,18,-3,251.55,46.65
2026-02-09,000547.SZ,航天发展,8,-4,商业航天/军工,34,-14,922.29,593.91
2026-02-10,000547.SZ,航天发展,12,-5,商业航天/军工,22,-12,385.22,-537.07
2026-02-11,000547.SZ,航天发展,12,0,商业航天/军工,21,-1,215.6,-169.62
2026-02-12,000547.SZ,航天发展,11,1,商业航天/军工,21,0,204.9,-10.7
2026-02-13,000547.SZ,航天发展,11,1,商业航天/军工,18,-3,251.55,46.65
2025-11-17,603698.SH,航天工程,115,20,商业航天/化工,3,0,11.11,-0.37
2025-11-19,603698.SH,航天工程,115,20,商业航天/化工,3,0,11.11,-0.37
2026-02-05,603698.SH,航天工程,87,153,商业航天/化工,4,2,35.66,25.44
2026-02-06,603698.SH,航天工程,44,54,商业航天/化工,7,3,156.06,120.4
2026-02-07,603698.SH,航天工程,115,20,商业航天/化工,3,0,11.11,-0.37
2026-02-09,603698.SH,航天工程,71,-26,商业航天/化工,6,-1,79.34,-76.72
2026-02-11,603698.SH,航天工程,64,137,商业航天/化工,6,4,122.19,116.88
2026-02-12,603698.SH,航天工程,119,-55,商业航天/化工,3,-3,11.48,-110.71
2025-11-17,600879.SH,航天电子,63,10,商业航天/军工,6,1,38.58,13.88
2025-11-18,600879.SH,航天电子,67,4,商业航天/军工,6,1,38.58,13.88
2026-02-04,600879.SH,航天电子,33,新进,商业航天/军工,12,12,200.05,200.05
2026-02-05,600879.SH,航天电子,36,-3,商业航天/军工,9,-3,38.08,-161.97
2026-02-06,600879.SH,航天电子,35,0,商业航天/军工,10,1,261.07,222.99
2026-02-07,600879.SH,航天电子,63,10,商业航天/军工,6,1,38.58,13.88
2026-02-08,600879.SH,航天电子,67,4,商业航天/军工,6,1,38.58,13.88
2026-02-09,600879.SH,航天电子,39,-6,商业航天/军工,10,0,268.14,7.07
2026-02-10,600879.SH,航天电子,41,-3,商业航天/军工,9,-1,259.43,-8.71
2026-02-11,600879.SH,航天电子,66,-25,商业航天/军工,6,-3,52.53,-206.9
2026-02-12,600879.SH,航天电子,70,-4,商业航天/军工,5,-1,24.7,-27.83
2026-02-13,600879.SH,航天电子,67,4,商业航天/军工,6,1,38.58,13.88
2025-11-17,000818.SZ,航锦科技,72,-13,芯片/军工/化工,6,0,91.62,-365.64
2025-11-18,000818.SZ,航锦科技,64,0,芯片/军工/化工,6,0,91.62,-365.64
2026-02-11,000818.SZ,航锦科技,96,新进,芯片/军工/化工,4,4,313.64,313.64
2026-02-12,000818.SZ,航锦科技,60,36,芯片/军工/化工,6,2,457.26,143.62
2026-02-13,000818.SZ,航锦科技,64,0,芯片/军工/化工,6,0,91.62,-365.64
2025-11-17,002837.SZ,英维克,17,-9,液冷,14,-10,674.32,-331.53
2025-11-18,002837.SZ,英维克,17,-9,液冷,14,-10,674.32,-331.53
2026-02-04,002837.SZ,英维克,49,新进,液冷,9,9,896.19,896.19
2026-02-05,002837.SZ,英维克,61,-12,液冷,6,-3,815.21,-80.98
2026-02-06,002837.SZ,英维克,85,-31,液冷,4,-2,719.77,-95.44
2026-02-07,002837.SZ,英维克,17,-9,液冷,14,-10,674.32,-331.53
2026-02-08,002837.SZ,英维克,17,-9,液冷,14,-10,674.32,-331.53
2026-02-09,002837.SZ,英维克,94,-8,液冷,5,1,666.52,-53.25
2026-02-12,002837.SZ,英维克,9,144,液冷,24,21,1005.85,526.26
2026-02-13,002837.SZ,英维克,17,-9,液冷,14,-10,674.32,-331.53
2026-02-11,301231.SZ,荣信文化,14,新进,AI应用/文化传媒,16,16,218.95,218.95
2026-02-12,301231.SZ,荣信文化,49,-35,AI应用/文化传媒,7,-9,84.26,-134.69
2025-11-17,300058.SZ,蓝色光标,16,-5,AI应用,14,-7,179.17,-68.99
2025-11-18,300058.SZ,蓝色光标,16,-5,AI应用,14,-7,179.17,-68.99
2026-02-04,300058.SZ,蓝色光标,6,新进,AI应用,32,32,367.95,367.95
