date,code,name,rank,rank_change,sector,holder_count,holder_count_change,holding_amount,amount_change
2026-02-05,300058.SZ,蓝色光标,7,-1,AI应用,32,0,503.29,135.34
2026-02-06,300058.SZ,蓝色光标,14,-7,AI应用,18,-14,291.01,-212.28
2026-02-07,300058.SZ,蓝色光标,16,-5,AI应用,14,-7,179.17,-68.99
2026-02-08,300058.SZ,蓝色光标,16,-5,AI应用,14,-7,179.17,-68.99
2026-02-09,300058.SZ,蓝色光标,7,8,AI应用,34,16,662.61,371.6
2026-02-10,300058.SZ,蓝色光标,9,-1,AI应用,26,-8,441.89,-220.72
2026-02-11,300058.SZ,蓝色光标,23,-14,AI应用,12,-14,202.08,-239.81
2026-02-12,300058.SZ,蓝色光标,12,11,AI应用,21,9,248.16,46.08
2026-02-13,300058.SZ,蓝色光标,16,-5,AI应用,14,-7,179.17,-68.99
2025-11-17,002149.SZ,西部材料,39,-15,商业航天/军工/新材料,9,-4,468.84,-40.66
2025-11-18,002149.SZ,西部材料,40,-16,商业航天/军工/新材料,9,-4,468.84,-40.66
2026-02-04,002149.SZ,西部材料,14,新进,商业航天/军工/新材料,22,22,234.73,234.73
2026-02-05,002149.SZ,西部材料,13,1,商业航天/军工/新材料,20,-2,253.77,19.04
2026-02-06,002149.SZ,西部材料,10,3,商业航天/军工/新材料,24,4,386.03,132.26
2026-02-07,002149.SZ,西部材料,39,-15,商业航天/军工/新材料,9,-4,468.84,-40.66
2026-02-08,002149.SZ,西部材料,40,-16,商业航天/军工/新材料,9,-4,468.84,-40.66
2026-02-09,002149.SZ,西部材料,13,-3,商业航天/军工/新材料,19,-5,548.97,162.94
2026-02-10,002149.SZ,西部材料,21,-8,商业航天/军工/新材料,15,-4,362.94,-186.03
2026-02-11,002149.SZ,西部材料,29,-8,商业航天/军工/新材料,11,-4,356.0,-6.94
2026-02-12,002149.SZ,西部材料,24,5,商业航天/军工/新材料,13,2,509.5,153.5
2026-02-13,002149.SZ,西部材料,40,-16,商业航天/军工/新材料,9,-4,468.84,-40.66
2025-11-17,000681.SZ,视觉中国,58,23,AI应用/文化传媒,7,2,38.38,13.9
2025-11-18,000681.SZ,视觉中国,52,23,AI应用/文化传媒,7,2,38.38,13.9
2026-02-09,000681.SZ,视觉中国,59,新进,AI应用/文化传媒,7,7,46.01,46.01
2026-02-10,000681.SZ,视觉中国,18,43,AI应用/文化传媒,16,9,255.2,209.19
2026-02-11,000681.SZ,视觉中国,33,-15,AI应用/文化传媒,10,-6,45.07,-210.13
2026-02-12,000681.SZ,视觉中国,84,-51,AI应用/文化传媒,5,-5,24.48,-20.59
2026-02-13,000681.SZ,视觉中国,52,23,AI应用/文化传媒,7,2,38.38,13.9
2025-11-17,301025.SZ,读客文化,96,-59,文化传媒/AI 应用,4,-5,33.43,-95.46
2025-11-18,301025.SZ,读客文化,103,-69,文化传媒/AI 应用,4,-5,33.43,-95.46
2026-02-10,301025.SZ,读客文化,69,444,文化传媒/AI 应用,6,5,73.26,70.94
2026-02-11,301025.SZ,读客文化,41,28,文化传媒/AI 应用,8,2,103.82,30.56
2026-02-12,301025.SZ,读客文化,38,3,文化传媒/AI 应用,9,1,128.89,25.07
2026-02-13,301025.SZ,读客文化,103,-69,文化传媒/AI 应用,4,-5,33.43,-95.46
2026-02-04,603212.SH,赛伍技术,103,新进,光伏/芯片/商业航天,4,4,4.22,4.22
2026-02-04,300456.SZ,赛微电子,66,新进,光模块/芯片/半导体设备,6,6,94.46,94.46
2026-02-05,300456.SZ,赛微电子,102,-33,光模块/芯片/半导体设备,4,-2,37.83,-56.63
2026-02-09,300456.SZ,赛微电子,77,175,光模块/芯片/半导体设备,6,4,145.51,113.37
2026-02-10,300456.SZ,赛微电子,88,-17,光模块/芯片/半导体设备,5,-1,42.5,-103.01
2026-02-04,300377.SZ,赢时胜,115,新进,金融概念,4,4,17.59,17.59
2026-02-05,300377.SZ,赢时胜,43,82,金融概念,8,4,59.25,41.66
2025-11-17,301005.SZ,超捷股份,27,1,商业航天/汽车零部件/军工,12,1,85.05,-6.5
2025-11-18,301005.SZ,超捷股份,26,3,商业航天/汽车零部件/军工,12,1,85.05,-6.5
2026-02-04,301005.SZ,超捷股份,82,新进,商业航天/汽车零部件/军工,5,5,96.89,96.89
2026-02-05,301005.SZ,超捷股份,81,5,商业航天/汽车零部件/军工,5,0,101.43,4.54
2026-02-06,301005.SZ,超捷股份,52,13,商业航天/汽车零部件/军工,7,2,87.99,-13.44
2026-02-07,301005.SZ,超捷股份,27,1,商业航天/汽车零部件/军工,12,1,85.05,-6.5
2026-02-08,301005.SZ,超捷股份,26,3,商业航天/汽车零部件/军工,12,1,85.05,-6.5
2026-02-09,301005.SZ,超捷股份,42,9,商业航天/汽车零部件/军工,9,2,70.3,-17.69
2026-02-10,301005.SZ,超捷股份,27,18,商业航天/汽车零部件/军工,12,3,190.97,120.67
2026-02-11,301005.SZ,超捷股份,22,5,商业航天/汽车零部件/军工,12,0,561.32,370.35
2026-02-12,301005.SZ,超捷股份,29,-7,商业航天/汽车零部件/军工,11,-1,91.55,-469.77
2026-02-13,301005.SZ,超捷股份,26,3,商业航天/汽车零部件/军工,12,1,85.05,-6.5
2026-02-04,300751.SZ,迈为股份,35,新进,光伏/芯片,11,11,239.87,239.87
2026-02-05,300751.SZ,迈为股份,67,-31,光伏/芯片,5,-6,200.06,-39.81
2026-02-06,300751.SZ,迈为股份,42,33,光伏/芯片,8,3,229.64,29.58
2026-02-09,300751.SZ,迈为股份,91,-49,光伏/芯片,5,-3,170.28,-59.36
2026-02-12,300751.SZ,迈为股份,111,43,光伏/芯片,3,0,108.62,-10.74
2025-11-18,300244.SZ,迪安诊断,113,20,AI应用/医药,3,0,95.52,-3.98
2025-11-22,300244.SZ,迪安诊断,113,20,AI应用/医药,3,0,95.52,-3.98
2026-02-04,300244.SZ,迪安诊断,108,新进,AI应用/医药,4,4,107.8,107.8
2026-02-08,300244.SZ,迪安诊断,113,20,AI应用/医药,3,0,95.52,-3.98
2026-02-13,300244.SZ,迪安诊断,113,20,AI应用/医药,3,0,95.52,-3.98
2026-02-06,300265.SZ,通光线缆,57,新进,商业航天/电气设备,6,6,122.42,122.42
2026-02-10,300265.SZ,通光线缆,100,17,商业航天/电气设备,4,0,31.77,7.56
2025-11-17,002792.SZ,通宇通讯,85,24,商业航天/智能驾驶,5,1,23.52,3.36
2025-11-18,002792.SZ,通宇通讯,80,20,商业航天/智能驾驶,5,1,23.52,3.36
2026-02-04,002792.SZ,通宇通讯,20,新进,商业航天/智能驾驶,17,17,828.07,828.07
2026-02-05,002792.SZ,通宇通讯,16,5,商业航天/智能驾驶,16,-1,721.08,-106.99
2026-02-06,002792.SZ,通宇通讯,25,-9,商业航天/智能驾驶,13,-3,731.51,10.43
2026-02-07,002792.SZ,通宇通讯,85,24,商业航天/智能驾驶,5,1,23.52,3.36
2026-02-08,002792.SZ,通宇通讯,80,20,商业航天/智能驾驶,5,1,23.52,3.36
2026-02-09,002792.SZ,通宇通讯,65,-40,商业航天/智能驾驶,6,-7,54.76,-676.75
2026-02-10,002792.SZ,通宇通讯,64,19,商业航天/智能驾驶,7,1,77.67,22.91
2026-02-11,002792.SZ,通宇通讯,93,-29,商业航天/智能驾驶,4,-3,63.45,-14.22
2026-02-12,002792.SZ,通宇通讯,86,7,商业航天/智能驾驶,4,0,20.16,-43.29
2026-02-13,002792.SZ,通宇通讯,80,20,商业航天/智能驾驶,5,1,23.52,3.36
2025-11-17,002156.SZ,通富微电,99,370,芯片,4,3,168.33,113.94
2025-11-18,002156.SZ,通富微电,89,294,芯片,4,3,168.33,113.94
2026-02-05,002156.SZ,通富微电,120,39,芯片,3,0,88.28,2.43
2026-02-07,002156.SZ,通富微电,99,370,芯片,4,3,168.33,113.94
2026-02-08,002156.SZ,通富微电,89,294,芯片,4,3,168.33,113.94
2026-02-10,002156.SZ,通富微电,108,69,芯片,4,1,84.77,19.81
2026-02-11,002156.SZ,通富微电,113,-5,芯片,3,-1,83.11,-1.66
2026-02-13,002156.SZ,通富微电,89,294,芯片,4,3,168.33,113.94
2026-02-06,300164.SZ,通源石油,113,139,油气能源,4,2,5.93,-28.63
2026-02-04,002491.SZ,通鼎互联,17,新进,光模块/固态电池/通信,21,21,97.32,97.32
2026-02-05,002491.SZ,通鼎互联,34,-19,光模块/固态电池/通信,10,-11,47.2,-50.12
2026-02-06,002491.SZ,通鼎互联,45,-14,光模块/固态电池/通信,7,-3,20.38,-26.82
2026-02-09,002491.SZ,通鼎互联,83,-34,光模块/固态电池/通信,6,-1,162.42,142.04
2026-02-10,002491.SZ,通鼎互联,55,14,光模块/固态电池/通信,7,1,196.9,34.48
2026-02-11,002491.SZ,通鼎互联,101,-46,光模块/固态电池/通信,4,-3,12.17,-184.73
2026-02-05,002291.SZ,遥望科技,30,146,文化传媒/AI应用,11,9,169.45,58.97
2026-02-06,002291.SZ,遥望科技,88,-58,文化传媒/AI应用,4,-7,133.48,-35.97
2026-02-09,002291.SZ,遥望科技,109,-5,文化传媒/AI应用,4,0,22.17,-111.31
2026-02-11,603968.SH,醋化股份,110,新进,,3,3,14.11,14.11
2025-11-17,600821.SH,金开新能,107,新进,,3,3,48.98,48.98
2025-11-18,600821.SH,金开新能,120,新进,,3,3,48.98,48.98
2025-11-17,002951.SZ,金时科技,31,182,包装/储能,10,8,142.8,118.89
2025-11-18,002951.SZ,金时科技,31,156,包装/储能,10,8,142.8,118.89
2025-11-17,300830.SZ,金现代,78,256,AI应用/国产软件,5,4,346.46,345.34
2025-11-18,300830.SZ,金现代,82,497,AI应用/国产软件,5,4,346.46,345.34
2026-02-04,603396.SH,金辰股份,96,新进,光伏/机器人,4,4,6.96,6.96
2025-11-18,002202.SZ,金风科技,108,-36,风电/商业航天,3,-2,34.36,-2.83
2025-11-22,002202.SZ,金风科技,108,-36,风电/商业航天,3,-2,34.36,-2.83
2026-02-04,002202.SZ,金风科技,45,新进,风电/商业航天,9,9,100.94,100.94
2026-02-05,002202.SZ,金风科技,48,-3,风电/商业航天,7,-2,80.17,-20.77
2026-02-06,002202.SZ,金风科技,71,-25,风电/商业航天,5,-2,35.97,-44.2
2026-02-08,002202.SZ,金风科技,108,-36,风电/商业航天,3,-2,34.36,-2.83
2026-02-09,002202.SZ,金风科技,63,11,风电/商业航天,7,2,83.8,47.83
2026-02-10,002202.SZ,金风科技,87,-27,风电/商业航天,5,-2,87.02,3.22
2026-02-11,002202.SZ,金风科技,70,17,风电/商业航天,5,0,86.06,-0.96
2026-02-12,002202.SZ,金风科技,67,3,风电/商业航天,5,0,37.19,-48.87
2026-02-13,002202.SZ,金风科技,108,-36,风电/商业航天,3,-2,34.36,-2.83
2026-02-12,301317.SZ,鑫磊股份,96,新进,,4,4,160.45,160.45
2026-02-04,002865.SZ,钧达股份,34,新进,光伏/商业航天,11,11,80.01,80.01
2026-02-05,002865.SZ,钧达股份,31,3,光伏/商业航天,10,-1,47.33,-32.68
2026-02-06,002865.SZ,钧达股份,67,-35,光伏/商业航天,6,-4,116.42,69.09
2026-02-12,301217.SZ,铜冠铜箔,63,新进,PCB/锂电池,6,6,63.2,63.2
2026-02-06,002519.SZ,银河电子,48,新进,机器人/商业航天/军工,7,7,189.93,189.93
2026-02-09,002519.SZ,银河电子,114,-62,机器人/商业航天/军工,4,-3,112.78,-77.15
2026-02-10,002519.SZ,银河电子,70,46,机器人/商业航天/军工,6,2,46.17,-66.61
2026-02-11,002519.SZ,银河电子,90,-20,机器人/商业航天/军工,4,-2,69.56,23.39
2026-02-04,002126.SZ,银轮股份,99,新进,汽车零部件/液冷/机器人,4,4,13.39,13.39
2026-02-12,002126.SZ,银轮股份,107,138,汽车零部件/液冷/机器人,4,2,8.74,5.06
2025-11-17,002931.SZ,锋龙股份,21,5,汽车零部件/机器人,13,1,580.45,57.01
2025-11-18,002931.SZ,锋龙股份,21,4,汽车零部件/机器人,13,1,580.45,57.01
2026-02-04,002931.SZ,锋龙股份,11,新进,汽车零部件/机器人,26,26,1466.41,1466.41
2026-02-05,002931.SZ,锋龙股份,12,-1,汽车零部件/机器人,21,-5,1883.89,417.48
2026-02-06,002931.SZ,锋龙股份,15,-3,汽车零部件/机器人,18,-3,1051.64,-832.25
2026-02-07,002931.SZ,锋龙股份,21,5,汽车零部件/机器人,13,1,580.45,57.01
2026-02-08,002931.SZ,锋龙股份,21,4,汽车零部件/机器人,13,1,580.45,57.01
2026-02-09,002931.SZ,锋龙股份,9,4,汽车零部件/机器人,27,9,1325.25,273.61
2026-02-10,002931.SZ,锋龙股份,11,-2,汽车零部件/机器人,23,-4,1020.76,-304.49
2026-02-11,002931.SZ,锋龙股份,11,0,汽车零部件/机器人,21,-2,1098.2,77.44
2026-02-12,002931.SZ,锋龙股份,26,-15,汽车零部件/机器人,12,-9,523.44,-574.76
2026-02-13,002931.SZ,锋龙股份,21,4,汽车零部件/机器人,13,1,580.45,57.01
2026-02-09,300798.SZ,锦鸡股份,93,48,化工,5,2,32.18,17.79
2026-02-04,300604.SZ,长川科技,111,新进,半导体设备,4,4,19.45,19.45
2026-02-06,600345.SH,长江通信,69,新进,商业航天/智能驾驶,5,5,171.2,171.2
2026-02-10,600345.SH,长江通信,114,53,商业航天/智能驾驶,4,1,17.95,-55.47
2026-02-11,300196.SZ,长海股份,112,新进,,3,3,30.9,30.9
2025-11-17,300115.SZ,长盈精密,104,36,机器人/消费电子,3,0,592.85,2.07
2025-11-18,300115.SZ,长盈精密,104,22,机器人/消费电子,3,0,592.85,2.07
2026-02-04,300115.SZ,长盈精密,101,新进,机器人/消费电子,4,4,591.55,591.55
2026-02-05,300115.SZ,长盈精密,92,20,机器人/消费电子,4,0,620.31,28.76
2026-02-06,300115.SZ,长盈精密,104,4,机器人/消费电子,4,0,625.36,5.05
2026-02-07,300115.SZ,长盈精密,104,36,机器人/消费电子,3,0,592.85,2.07
2026-02-08,300115.SZ,长盈精密,104,22,机器人/消费电子,3,0,592.85,2.07
2026-02-11,300115.SZ,长盈精密,117,35,机器人/消费电子,3,0,577.82,-21.84
2026-02-13,300115.SZ,长盈精密,104,22,机器人/消费电子,3,0,592.85,2.07
2025-11-17,300548.SZ,长芯博创,42,2,光模块/商业航天,8,0,173.74,-21.98
2025-11-18,300548.SZ,长芯博创,42,-2,光模块/商业航天,8,0,173.74,-21.98
2026-02-04,300548.SZ,长芯博创,85,新进,光模块/商业航天,5,5,262.41,262.41
2026-02-05,300548.SZ,长芯博创,80,9,光模块/商业航天,5,0,172.1,-90.31
2026-02-06,300548.SZ,长芯博创,62,5,光模块/商业航天,6,1,195.21,23.11
2026-02-07,300548.SZ,长芯博创,42,2,光模块/商业航天,8,0,173.74,-21.98
2026-02-08,300548.SZ,长芯博创,42,-2,光模块/商业航天,8,0,173.74,-21.98
2026-02-09,300548.SZ,长芯博创,102,-36,光模块/商业航天,4,-2,158.29,-36.92
2026-02-10,300548.SZ,长芯博创,103,2,光模块/商业航天,4,0,153.52,-4.77
2026-02-11,300548.SZ,长芯博创,106,-3,光模块/商业航天,4,0,145.52,-8.0
2026-02-12,300548.SZ,长芯博创,39,67,光模块/商业航天,8,4,195.72,50.2
2026-02-13,300548.SZ,长芯博创,42,-2,光模块/商业航天,8,0,173.74,-21.98
2025-11-17,601869.SH,长飞光纤,69,6,通信,6,1,155.76,-5.41
2025-11-18,601869.SH,长飞光纤,62,8,通信,6,1,155.76,-5.41
2026-02-04,601869.SH,长飞光纤,48,新进,通信,9,9,220.39,220.39
2026-02-05,601869.SH,长飞光纤,41,7,通信,8,-1,134.26,-86.13
2026-02-06,601869.SH,长飞光纤,54,-11,通信,7,-1,125.84,-8.42
2026-02-07,601869.SH,长飞光纤,69,6,通信,6,1,155.76,-5.41
2026-02-08,601869.SH,长飞光纤,62,8,通信,6,1,155.76,-5.41
2026-02-09,601869.SH,长飞光纤,50,5,通信,8,1,155.71,29.87
2026-02-10,601869.SH,长飞光纤,96,-43,通信,5,-3,190.34,34.63
2026-02-12,601869.SH,长飞光纤,69,70,通信,5,2,161.17,12.74
2026-02-13,601869.SH,长飞光纤,62,8,通信,6,1,155.76,-5.41
2025-11-17,002440.SZ,闰土股份,52,0,化工,7,0,36.69,21.14
2025-11-18,002440.SZ,闰土股份,53,-5,化工,7,0,36.69,21.14
2026-02-06,002440.SZ,闰土股份,49,新进,化工,7,7,23.78,23.78
2026-02-07,002440.SZ,闰土股份,52,0,化工,7,0,36.69,21.14
2026-02-08,002440.SZ,闰土股份,53,-5,化工,7,0,36.69,21.14
2026-02-09,002440.SZ,闰土股份,89,-41,化工,5,-2,10.03,-13.75
2026-02-10,002440.SZ,闰土股份,54,33,化工,7,2,58.14,48.11
2026-02-11,002440.SZ,闰土股份,32,22,化工,10,3,50.16,-7.98
2026-02-12,002440.SZ,闰土股份,47,-15,化工,7,-3,15.55,-34.61
2026-02-13,002440.SZ,闰土股份,53,-5,化工,7,0,36.69,21.14
2026-02-04,300274.SZ,阳光电源,116,新进,光伏/储能,4,4,33.5,33.5
2026-02-09,300274.SZ,阳光电源,103,36,光伏/储能,4,1,27.6,1.59
2026-02-10,300274.SZ,阳光电源,77,29,光伏/储能,5,1,29.56,1.96
2026-02-11,300274.SZ,阳光电源,111,-34,光伏/储能,3,-2,21.3,-8.26
2026-02-12,300274.SZ,阳光电源,115,-4,光伏/储能,3,0,21.91,0.61
2026-02-05,601015.SH,陕西黑猫,114,新进,油气能源,4,4,123.08,123.08
2026-02-06,601015.SH,陕西黑猫,43,53,油气能源,8,4,31.13,-91.95
2026-02-09,601015.SH,陕西黑猫,90,-49,油气能源,5,-3,17.85,-13.28
2026-02-09,300263.SZ,隆华科技,105,477,新材料/军工/半导体设备,4,3,19.05,14.95
2026-02-09,601012.SH,隆基绿能,76,新进,光伏,6,6,37.98,37.98
2026-02-11,601012.SH,隆基绿能,114,28,光伏,3,0,47.03,0.38
2025-11-17,002323.SZ,雅博股份,47,-12,光伏/基础建设,8,-1,13.54,-20.93
2025-11-18,002323.SZ,雅博股份,46,-9,光伏/基础建设,8,-1,13.54,-20.93
2026-02-10,002323.SZ,雅博股份,67,新进,光伏/基础建设,6,6,138.15,138.15
2026-02-11,002323.SZ,雅博股份,46,21,光伏/基础建设,7,1,186.22,48.07
2026-02-12,002323.SZ,雅博股份,36,10,光伏/基础建设,9,2,34.47,-151.75
2026-02-13,002323.SZ,雅博股份,46,-9,光伏/基础建设,8,-1,13.54,-20.93
2026-02-11,002639.SZ,雪人集团,76,112,核聚变/氢能源,4,2,9.88,7.04
2026-02-05,002413.SZ,雷科防务,95,新进,商业航天/军工/存储芯片,4,4,23.44,23.44
2026-02-06,002413.SZ,雷科防务,36,68,商业航天/军工/存储芯片,10,6,115.58,92.14
2026-02-09,002413.SZ,雷科防务,51,-16,商业航天/军工/存储芯片,8,-2,55.43,-60.15
2025-11-17,603616.SH,韩建河山,112,64,基础建设/商业航天,3,1,15.48,6.76
2025-11-18,603616.SH,韩建河山,109,149,基础建设/商业航天,3,1,15.48,6.76
2026-02-06,603616.SH,韩建河山,28,新进,基础建设/商业航天,12,12,284.68,284.68
2026-02-07,603616.SH,韩建河山,112,64,基础建设/商业航天,3,1,15.48,6.76
2026-02-08,603616.SH,韩建河山,109,149,基础建设/商业航天,3,1,15.48,6.76
2026-02-09,603616.SH,韩建河山,26,3,基础建设/商业航天,12,0,73.7,-210.98
2026-02-10,603616.SH,韩建河山,26,6,基础建设/商业航天,12,0,65.02,-8.68
2026-02-11,603616.SH,韩建河山,50,-24,基础建设/商业航天,7,-5,55.85,-9.17
2026-02-13,603616.SH,韩建河山,109,149,基础建设/商业航天,3,1,15.48,6.76
2026-02-12,300749.SZ,顶固集创,103,32,房地产/机器人,4,1,10.44,-15.29
2026-02-04,002565.SZ,顺灏股份,27,新进,商业航天/新材料,14,14,117.75,117.75
2026-02-05,002565.SZ,顺灏股份,47,-20,商业航天/新材料,7,-7,29.48,-88.27
2026-02-06,002565.SZ,顺灏股份,75,-31,商业航天/新材料,5,-2,13.9,-15.58
2026-02-09,002565.SZ,顺灏股份,35,43,商业航天/新材料,11,6,71.2,57.3
2026-02-10,002565.SZ,顺灏股份,95,-59,商业航天/新材料,5,-6,18.69,-52.51
2025-11-17,300113.SZ,顺网科技,74,-18,AI应用/文化传媒/算力基建,5,-2,201.2,67.97
2025-11-18,300113.SZ,顺网科技,76,-23,AI应用/文化传媒/算力基建,5,-2,201.2,67.97
2026-02-04,300113.SZ,顺网科技,62,新进,AI应用/文化传媒/算力基建,6,6,243.94,243.94
2026-02-05,300113.SZ,顺网科技,62,-2,AI应用/文化传媒/算力基建,6,0,199.31,-44.63
2026-02-07,300113.SZ,顺网科技,74,-18,AI应用/文化传媒/算力基建,5,-2,201.2,67.97
2026-02-08,300113.SZ,顺网科技,76,-23,AI应用/文化传媒/算力基建,5,-2,201.2,67.97
2026-02-09,300113.SZ,顺网科技,120,141,AI应用/文化传媒/算力基建,4,2,192.32,12.86
2026-02-10,300113.SZ,顺网科技,56,69,AI应用/文化传媒/算力基建,7,3,142.81,-49.51
2026-02-11,300113.SZ,顺网科技,45,11,AI应用/文化传媒/算力基建,7,0,88.82,-53.99
2026-02-12,300113.SZ,顺网科技,54,-9,AI应用/文化传媒/算力基建,7,0,133.23,44.41
2026-02-13,300113.SZ,顺网科技,76,-23,AI应用/文化传媒/算力基建,5,-2,201.2,67.97
2026-02-04,000533.SZ,顺钠股份,26,新进,电气设备,15,15,73.81,73.81
2026-02-05,000533.SZ,顺钠股份,105,-79,电气设备,4,-11,36.12,-37.69
2026-02-06,000533.SZ,顺钠股份,98,-7,电气设备,4,0,9.0,-27.12
2026-02-09,000533.SZ,顺钠股份,74,41,电气设备,6,2,58.31,49.31
2026-02-12,000533.SZ,顺钠股份,91,379,电气设备,4,3,34.94,34.18
2025-11-17,603466.SH,风语筑,30,23,文化传媒/AI 应用,11,4,53.39,5.07
2025-11-18,603466.SH,风语筑,29,20,文化传媒/AI 应用,11,4,53.39,5.07
2026-02-10,603466.SH,风语筑,59,新进,文化传媒/AI 应用,7,7,49.54,49.54
2026-02-11,603466.SH,风语筑,26,33,文化传媒/AI 应用,12,5,31.15,-18.39
2026-02-12,603466.SH,风语筑,56,-30,文化传媒/AI 应用,7,-5,48.32,17.17
2026-02-13,603466.SH,风语筑,29,20,文化传媒/AI 应用,11,4,53.39,5.07
2026-02-04,301232.SZ,飞沃科技,63,新进,商业航天/风电,6,6,130.2,130.2
2026-02-06,301232.SZ,飞沃科技,100,51,商业航天/风电,4,1,167.5,69.39
2026-02-10,301232.SZ,飞沃科技,48,123,商业航天/风电,8,5,247.08,120.01
2026-02-11,301232.SZ,飞沃科技,55,-7,商业航天/风电,6,-2,425.56,178.48
2026-02-12,002536.SZ,飞龙股份,81,新进,液冷/汽车零部件,5,5,27.22,27.22
2025-11-17,300846.SZ,首都在线,8,7,算力基建,25,7,630.0,520.94
2025-11-18,300846.SZ,首都在线,8,7,算力基建,25,7,630.0,520.94
2026-02-10,300846.SZ,首都在线,118,557,算力基建,4,3,191.68,190.06
2026-02-11,300846.SZ,首都在线,77,41,算力基建,4,0,58.83,-132.85
2026-02-12,300846.SZ,首都在线,15,62,算力基建,18,14,109.06,50.23
2026-02-13,300846.SZ,首都在线,8,7,算力基建,25,7,630.0,520.94
2025-11-17,300475.SZ,香农芯创,98,33,存储芯片,4,1,63.48,-54.4
2025-11-18,300475.SZ,香农芯创,87,36,存储芯片,4,1,63.48,-54.4
2026-02-04,300475.SZ,香农芯创,107,新进,存储芯片,4,4,67.94,67.94
2026-02-07,300475.SZ,香农芯创,98,33,存储芯片,4,1,63.48,-54.4
2026-02-08,300475.SZ,香农芯创,87,36,存储芯片,4,1,63.48,-54.4
2026-02-12,300475.SZ,香农芯创,116,41,存储芯片,3,0,117.88,80.65
2026-02-13,300475.SZ,香农芯创,87,36,存储芯片,4,1,63.48,-54.4
2025-11-17,002851.SZ,麦格米特,89,146,电气设备/机器人/算力基建,4,2,64.28,47.22
2025-11-18,002851.SZ,麦格米特,98,112,电气设备/机器人/算力基建,4,2,64.28,47.22
2026-02-05,002851.SZ,麦格米特,90,10,电气设备/机器人/算力基建,4,0,379.84,6.24
2026-02-07,002851.SZ,麦格米特,89,146,电气设备/机器人/算力基建,4,2,64.28,47.22
2026-02-08,002851.SZ,麦格米特,98,112,电气设备/机器人/算力基建,4,2,64.28,47.22
2026-02-04,600172.SH,黄河旋风,71,新进,新材料/工业母机/芯片,5,5,341.68,341.68
2026-02-06,600172.SH,黄河旋风,118,108,新材料/工业母机/芯片,4,2,223.42,8.03
